strategy,techns,salary,cost,revenue,proposal,assigned,worker,companies,clients,alltechns,stations
HARD,21,50.0,19950.0,2365.4,1056,92,1197,8,36,688,4
EASY,36,50.0,34200.0,3084.7,1623,131,2052,8,36,688,4
HARD,154,50.0,146300.0,19304.5,2091,794,8778,8,36,688,4
EASY,127,50.0,120650.0,3139.0,2091,118,7239,8,36,688,4
HARD,154,50.0,146300.0,10499.3,2091,423,8778,8,36,688,4
EASY,132,26.0,30888.0,0.0,2649,0,3564,9,104,1137,4
HARD,157,26.0,36738.0,11308.3,2729,446,4239,9,104,1137,4
EASY,75,26.0,17550.0,0.0,1923,0,2025,9,104,1137,4
HARD,126,26.0,29484.0,11743.7,2654,465,3402,9,104,1137,4
HARD,126,26.0,29484.0,11666.4,2654,465,3402,9,104,1137,4
HARD,157,26.0,36738.0,13991.9,2729,573,4239,9,104,1137,4
EASY,75,26.0,17550.0,5535.0,1923,215,2025,9,104,1137,4
HARD,157,26.0,36738.0,14084.0,2729,566,4239,9,104,1137,4
EASY,132,26.0,30888.0,0.0,2649,0,3564,9,104,1137,4
HARD,28,43.0,7224.0,3586.9,387,135,504,10,126,1014,6
HARD,28,43.0,7224.0,3069.3,387,114,504,10,126,1014,6
EASY,106,43.0,27348.0,2383.8,1702,95,1908,10,126,1014,6
HARD,160,43.0,41280.0,19749.5,2086,786,2880,10,126,1014,6
EASY,146,43.0,37668.0,3950.9,2029,160,2628,10,126,1014,6
HARD,28,43.0,7224.0,3106.7,387,117,504,10,126,1014,6
HARD,160,43.0,41280.0,10206.0,2086,381,2880,10,126,1014,6
EASY,146,43.0,37668.0,531.7,2029,21,2628,10,126,1014,6
EASY,106,43.0,27348.0,6258.8,1702,264,1908,10,126,1014,6
EASY,106,43.0,27348.0,898.8,1702,37,1908,10,126,1014,6
HARD,163,45.0,22005.0,0.0,997,0,1467,7,108,940,4
EASY,58,45.0,7830.0,0.0,499,0,522,7,108,940,4
EASY,120,45.0,16200.0,0.0,952,0,1080,7,108,940,4
HARD,163,45.0,22005.0,16365.6,997,648,1467,7,108,940,4
HARD,189,45.0,25515.0,0.0,997,0,1701,7,108,940,4
EASY,58,45.0,7830.0,0.0,499,0,522,7,108,940,4
HARD,189,45.0,25515.0,9350.0,997,349,1701,7,108,940,4
HARD,128,31.0,7936.0,0.0,765,0,768,9,140,1355,5
HARD,128,31.0,7936.0,7668.9,765,294,768,9,140,1355,5
HARD,177,31.0,10974.0,0.0,937,0,1062,9,140,1355,5
HARD,177,31.0,10974.0,4907.7,937,197,1062,9,140,1355,5
EASY,43,31.0,2666.0,0.0,256,0,258,9,140,1355,5
EASY,175,31.0,10850.0,0.0,936,0,1050,9,140,1355,5
EASY,175,31.0,10850.0,12487.0,936,463,1050,9,140,1355,5
HARD,177,31.0,10974.0,0.0,937,0,1062,9,140,1355,5
EASY,175,31.0,10850.0,0.0,936,0,1050,9,140,1355,5
HARD,161,36.0,75348.0,17267.2,4038,684,6279,9,102,973,6
EASY,105,36.0,49140.0,3498.0,3501,146,4095,9,102,973,6
HARD,39,36.0,18252.0,12174.2,1494,474,1521,9,102,973,6
HARD,39,36.0,18252.0,5716.3,1494,216,1521,9,102,973,6
EASY,101,36.0,47268.0,5006.1,3402,203,3939,9,102,973,6
EASY,101,36.0,47268.0,4942.6,3402,203,3939,9,102,973,6
HARD,161,36.0,75348.0,9189.3,4038,346,6279,9,102,973,6
HARD,161,36.0,75348.0,38121.5,4038,1565,6279,9,102,973,6
EASY,105,36.0,49140.0,5470.5,3501,222,4095,9,102,973,6
EASY,33,19.0,3135.0,2500.7,495,100,495,9,224,404,8
HARD,51,19.0,4845.0,13814.3,741,513,765,9,224,404,8
EASY,33,19.0,3135.0,7176.1,495,292,495,9,224,404,8
EASY,21,19.0,1995.0,1575.0,315,63,315,9,224,404,8
EASY,33,19.0,3135.0,9683.5,495,398,495,9,224,404,8
HARD,51,19.0,4845.0,12235.4,741,456,765,9,224,404,8
HARD,140,19.0,13300.0,31222.0,2070,1128,2100,9,224,404,8
EASY,21,19.0,1995.0,1495.3,315,60,315,9,224,404,8
EASY,21,19.0,1995.0,6122.7,315,252,315,9,224,404,8
HARD,46,21.0,19320.0,10928.0,2715,423,2760,8,98,808,7
HARD,46,21.0,19320.0,4030.0,2715,150,2760,8,98,808,7
EASY,158,21.0,66360.0,19654.8,5637,820,9480,8,98,808,7
HARD,132,21.0,55440.0,13742.8,5595,548,7920,8,98,808,7
HARD,46,21.0,19320.0,19154.6,2715,753,2760,8,98,808,7
HARD,132,21.0,55440.0,45418.3,5595,1845,7920,8,98,808,7
EASY,90,21.0,37800.0,6289.0,4656,240,5400,8,98,808,7
EASY,158,21.0,66360.0,20834.3,5637,876,9480,8,98,808,7
HARD,181,48.0,69504.0,20770.5,2654,844,4344,5,116,750,4
HARD,181,48.0,69504.0,11887.1,2654,462,4344,5,116,750,4
EASY,183,48.0,70272.0,5369.7,2654,222,4392,5,116,750,4
EASY,124,48.0,47616.0,4800.0,2501,181,2976,5,116,750,4
HARD,81,48.0,31104.0,23941.1,1906,945,1944,5,116,750,4
EASY,44,28.0,14784.0,4031.3,1560,161,1584,6,133,555,7
HARD,88,28.0,29568.0,14335.7,3127,540,3168,6,133,555,7
EASY,173,28.0,58128.0,39875.1,4645,1621,6228,6,133,555,7
HARD,103,28.0,34608.0,8657.0,3589,315,3708,6,133,555,7
HARD,103,28.0,34608.0,44266.8,3589,1713,3708,6,133,555,7
EASY,44,28.0,14784.0,12098.1,1560,502,1584,6,133,555,7
HARD,125,41.0,10250.0,17161.9,729,612,750,4,252,403,9
HARD,35,41.0,2870.0,3422.6,165,120,210,4,252,403,9
EASY,131,41.0,10742.0,12289.6,767,483,786,4,252,403,9
EASY,112,41.0,9184.0,9519.2,653,374,672,4,252,403,9
EASY,30,39.0,7020.0,7538.7,540,312,540,6,182,571,7
HARD,142,39.0,33228.0,17746.6,2498,685,2556,6,182,571,7
EASY,30,39.0,7020.0,7590.9,540,314,540,6,182,571,7
EASY,121,39.0,28314.0,10823.1,2076,418,2178,6,182,571,7
HARD,124,39.0,29016.0,22638.0,2229,876,2232,6,182,571,7
HARD,124,39.0,29016.0,18118.7,2229,698,2232,6,182,571,7
EASY,142,40.0,11360.0,0.0,355,0,852,8,56,903,7
HARD,101,40.0,8080.0,3453.0,355,139,606,8,56,903,7
EASY,97,40.0,7760.0,0.0,355,0,582,8,56,903,7
EASY,97,40.0,7760.0,500.5,355,18,582,8,56,903,7
HARD,132,40.0,10560.0,0.0,355,0,792,8,56,903,7
HARD,101,40.0,8080.0,0.0,355,0,606,8,56,903,7
HARD,132,40.0,10560.0,5271.0,355,198,792,8,56,903,7
HARD,101,40.0,8080.0,0.0,355,0,606,8,56,903,7
HARD,166,24.0,55776.0,22990.0,5444,940,6972,7,135,1071,5
HARD,166,24.0,55776.0,16506.2,5444,658,6972,7,135,1071,5
HARD,166,24.0,55776.0,31443.0,5444,1296,6972,7,135,1071,5
HARD,131,24.0,44016.0,14384.7,5001,574,5502,7,135,1071,5
HARD,131,24.0,44016.0,41306.4,5001,1668,5502,7,135,1071,5
EASY,158,24.0,53088.0,0.0,5291,0,6636,7,135,1071,5
EASY,153,24.0,51408.0,9894.0,5237,371,6426,7,135,1071,5
EASY,75,48.0,18000.0,742.1,733,27,1125,7,55,747,5
EASY,185,48.0,44400.0,1001.0,751,36,2775,7,55,747,5
HARD,87,48.0,20880.0,6821.9,751,279,1305,7,55,747,5
HARD,70,48.0,16800.0,5497.7,738,223,1050,7,55,747,5
HARD,70,48.0,16800.0,0.0,738,0,1050,7,55,747,5
EASY,75,48.0,18000.0,245.4,733,9,1125,7,55,747,5
EASY,185,48.0,44400.0,4684.0,751,177,2775,7,55,747,5
EASY,150,29.0,43500.0,3319.4,4076,138,4500,9,156,833,6
HARD,189,29.0,54810.0,10800.0,4651,402,5670,9,156,833,6
HARD,20,29.0,5800.0,2444.8,555,90,600,9,156,833,6
HARD,20,29.0,5800.0,2689.3,555,99,600,9,156,833,6
HARD,189,29.0,54810.0,28206.5,4651,1111,5670,9,156,833,6
HARD,20,29.0,5800.0,2433.3,555,90,600,9,156,833,6
EASY,28,29.0,8120.0,2100.0,840,84,840,9,156,833,6
EASY,28,29.0,8120.0,2459.1,840,105,840,9,156,833,6
HARD,189,29.0,54810.0,64558.6,4651,2623,5670,9,156,833,6
EASY,57,33.0,11286.0,3447.1,748,135,1026,6,56,468,8
HARD,128,33.0,25344.0,5587.7,974,208,2304,6,56,468,8
EASY,43,33.0,8514.0,2200.3,598,91,774,6,56,468,8
EASY,43,33.0,8514.0,1284.1,598,52,774,6,56,468,8
HARD,154,33.0,30492.0,12339.3,976,481,2772,6,56,468,8
EASY,43,33.0,8514.0,226.3,598,9,774,6,56,468,8
EASY,86,21.0,3612.0,1556.4,472,63,516,10,153,924,9
EASY,86,21.0,3612.0,745.0,472,29,516,10,153,924,9
HARD,41,21.0,1722.0,2651.4,204,99,246,10,153,924,9
EASY,61,21.0,2562.0,1305.0,349,52,366,10,153,924,9
EASY,61,21.0,2562.0,0.0,349,0,366,10,153,924,9
HARD,41,21.0,1722.0,793.0,204,30,246,10,153,924,9
HARD,154,21.0,6468.0,11237.0,825,414,924,10,153,924,9
EASY,86,21.0,3612.0,234.0,472,9,516,10,153,924,9
HARD,154,21.0,6468.0,213.8,825,9,924,10,153,924,9
HARD,154,21.0,6468.0,5490.4,825,220,924,10,153,924,9
HARD,74,31.0,9176.0,7375.7,882,276,888,7,150,791,6
EASY,97,31.0,12028.0,3937.6,1118,160,1164,7,150,791,6
EASY,97,31.0,12028.0,4448.5,1118,183,1164,7,150,791,6
HARD,112,31.0,13888.0,16043.9,1320,612,1344,7,150,791,6
EASY,97,31.0,12028.0,2213.7,1118,87,1164,7,150,791,6
EASY,157,31.0,19468.0,6774.0,1688,268,1884,7,150,791,6
EASY,157,31.0,19468.0,10583.0,1688,399,1884,7,150,791,6
EASY,138,35.0,43470.0,23401.6,3390,948,3726,7,161,590,7
EASY,98,35.0,30870.0,6821.1,2535,271,2646,7,161,590,7
HARD,103,35.0,32445.0,17967.6,2766,701,2781,7,161,590,7
EASY,98,35.0,30870.0,11233.4,2535,458,2646,7,161,590,7
HARD,103,35.0,32445.0,42349.9,2766,1657,2781,7,161,590,7
HARD,25,35.0,7875.0,4717.3,609,177,675,7,161,590,7
HARD,25,35.0,7875.0,1952.0,609,69,675,7,161,590,7
HARD,181,44.0,127424.0,19004.4,6078,754,8688,10,125,1327,5
HARD,181,44.0,127424.0,10522.6,6078,399,8688,10,125,1327,5
EASY,39,44.0,27456.0,0.0,1860,0,1872,10,125,1327,5
EASY,39,44.0,27456.0,250.0,1860,10,1872,10,125,1327,5
HARD,167,44.0,117568.0,27624.2,6052,1122,8016,10,125,1327,5
HARD,167,44.0,117568.0,19407.0,6052,778,8016,10,125,1327,5
EASY,39,44.0,27456.0,2925.0,1860,117,1872,10,125,1327,5
EASY,166,44.0,116864.0,0.0,6030,0,7968,10,125,1327,5
HARD,181,44.0,127424.0,52756.7,6078,2173,8688,10,125,1327,5
HARD,167,44.0,117568.0,18229.9,6052,740,8016,10,125,1327,5
HARD,138,35.0,57960.0,53458.7,4685,2130,4968,7,156,706,6
HARD,138,35.0,57960.0,24379.8,4685,953,4968,7,156,706,6
EASY,50,35.0,21000.0,1835.4,1781,75,1800,7,156,706,6
HARD,113,35.0,47460.0,28279.5,4018,1130,4068,7,156,706,6
EASY,50,35.0,21000.0,9635.1,1781,409,1800,7,156,706,6
EASY,50,35.0,21000.0,7180.9,1781,303,1800,7,156,706,6
EASY,167,35.0,70140.0,11796.0,5065,443,6012,7,156,706,6
HARD,177,15.0,42480.0,3317.4,1409,133,8496,8,30,986,6
EASY,60,15.0,14400.0,6359.4,1364,240,2880,8,30,986,6
EASY,60,15.0,14400.0,3491.6,1364,132,2880,8,30,986,6
EASY,169,15.0,40560.0,3297.8,1409,126,8112,8,30,986,6
HARD,177,15.0,42480.0,7886.2,1409,332,8496,8,30,986,6
HARD,87,15.0,20880.0,5856.6,1409,247,4176,8,30,986,6
EASY,169,15.0,40560.0,1622.0,1409,61,8112,8,30,986,6
HARD,87,15.0,20880.0,3409.1,1409,138,4176,8,30,986,6
HARD,123,15.0,36900.0,9717.6,3096,388,7380,9,52,919,4
EASY,196,15.0,58800.0,3784.4,3096,144,11760,9,52,919,4
EASY,24,15.0,7200.0,437.7,1363,18,1440,9,52,919,4
HARD,123,15.0,36900.0,6782.2,3096,273,7380,9,52,919,4
HARD,86,15.0,25800.0,22373.0,3077,917,5160,9,52,919,4
EASY,196,15.0,58800.0,3048.4,3096,117,11760,9,52,919,4
EASY,24,15.0,7200.0,1740.0,1363,69,1440,9,52,919,4
EASY,24,15.0,7200.0,437.7,1363,18,1440,9,52,919,4
HARD,123,15.0,36900.0,28178.8,3096,1152,7380,9,52,919,4
EASY,112,35.0,62720.0,2501.4,3743,94,5376,11,81,1138,9
HARD,83,35.0,46480.0,9826.0,3412,392,3984,11,81,1138,9
HARD,29,35.0,16240.0,4267.8,1362,168,1392,11,81,1138,9
EASY,183,35.0,102480.0,3703.0,3995,141,8784,11,81,1138,9
EASY,183,35.0,102480.0,12462.3,3995,500,8784,11,81,1138,9
HARD,29,35.0,16240.0,6195.6,1362,244,1392,11,81,1138,9
HARD,29,35.0,16240.0,2290.0,1362,84,1392,11,81,1138,9
EASY,183,35.0,102480.0,3124.8,3995,121,8784,11,81,1138,9
HARD,83,35.0,46480.0,29130.0,3412,1173,3984,11,81,1138,9
EASY,112,35.0,62720.0,14198.7,3743,575,5376,11,81,1138,9
EASY,112,35.0,62720.0,12364.5,3743,503,5376,11,81,1138,9
HARD,110,42.0,92400.0,62630.8,6541,2456,6600,6,171,639,9
HARD,110,42.0,92400.0,22591.6,6541,878,6600,6,171,639,9
EASY,105,42.0,88200.0,41255.3,5945,1689,6300,6,171,639,9
HARD,110,42.0,92400.0,19091.4,6541,735,6600,6,171,639,9
EASY,63,42.0,52920.0,29113.0,3671,1202,3780,6,171,639,9
HARD,141,42.0,118440.0,85018.2,8123,3362,8460,6,171,639,9
HARD,154,35.0,75460.0,56332.3,4822,2261,6468,6,112,848,4
HARD,169,35.0,82810.0,17987.4,4828,695,7098,6,112,848,4
EASY,84,35.0,41160.0,14138.3,3373,594,3528,6,112,848,4
HARD,169,35.0,82810.0,13273.9,4828,515,7098,6,112,848,4
EASY,84,35.0,41160.0,6727.3,3373,277,3528,6,112,848,4
EASY,188,35.0,92120.0,12570.4,4828,486,7896,6,112,848,4
HARD,80,33.0,39600.0,22278.8,3232,896,3600,7,84,839,6
EASY,164,33.0,81180.0,8373.1,3886,333,7380,7,84,839,6
EASY,109,33.0,53955.0,4026.5,3634,154,4905,7,84,839,6
HARD,188,33.0,93060.0,16551.4,3895,649,8460,7,84,839,6
EASY,109,33.0,53955.0,8043.1,3634,320,4905,7,84,839,6
HARD,80,33.0,39600.0,33023.2,3232,1335,3600,7,84,839,6
EASY,109,33.0,53955.0,5464.0,3634,208,4905,7,84,839,6
EASY,83,28.0,32536.0,0.0,2485,0,3486,10,65,1166,5
HARD,123,28.0,48216.0,7621.6,2551,300,5166,10,65,1166,5
HARD,137,28.0,53704.0,14597.2,2551,593,5754,10,65,1166,5
HARD,137,28.0,53704.0,9135.5,2551,367,5754,10,65,1166,5
HARD,137,28.0,53704.0,27077.7,2551,1116,5754,10,65,1166,5
EASY,83,28.0,32536.0,0.0,2485,0,3486,10,65,1166,5
HARD,123,28.0,48216.0,4671.0,2551,175,5166,10,65,1166,5
EASY,130,28.0,50960.0,0.0,2551,0,5460,10,65,1166,5
EASY,130,28.0,50960.0,0.0,2551,0,5460,10,65,1166,5
EASY,83,28.0,32536.0,0.0,2485,0,3486,10,65,1166,5
HARD,25,34.0,15300.0,5465.4,1170,213,1350,7,70,877,5
EASY,193,34.0,118116.0,15401.9,3565,645,10422,7,70,877,5
HARD,87,34.0,53244.0,16426.7,3430,651,4698,7,70,877,5
EASY,161,34.0,98532.0,18134.2,3565,726,8694,7,70,877,5
EASY,193,34.0,118116.0,17611.2,3565,721,10422,7,70,877,5
HARD,25,34.0,15300.0,11812.7,1170,461,1350,7,70,877,5
EASY,193,34.0,118116.0,3878.0,3565,148,10422,7,70,877,5
HARD,59,41.0,45961.0,6576.9,3225,260,3363,9,81,938,9
EASY,129,41.0,100491.0,2080.4,4767,78,7353,9,81,938,9
HARD,90,41.0,70110.0,24978.1,4317,1009,5130,9,81,938,9
EASY,117,41.0,91143.0,13334.6,4623,537,6669,9,81,938,9
EASY,129,41.0,100491.0,10596.9,4767,410,7353,9,81,938,9
EASY,117,41.0,91143.0,13471.7,4623,538,6669,9,81,938,9
HARD,90,41.0,70110.0,6096.0,4317,230,5130,9,81,938,9
EASY,117,41.0,91143.0,18513.0,4623,755,6669,9,81,938,9
HARD,90,41.0,70110.0,27056.2,4317,1094,5130,9,81,938,9
EASY,108,21.0,22680.0,15424.2,3135,622,3240,10,207,679,9
EASY,33,21.0,6930.0,2475.0,990,99,990,10,207,679,9
HARD,35,21.0,7350.0,4445.0,876,162,1050,10,207,679,9
HARD,35,21.0,7350.0,3916.0,876,141,1050,10,207,679,9
HARD,93,21.0,19530.0,46517.7,2694,1762,2790,10,207,679,9
EASY,33,21.0,6930.0,11778.8,990,495,990,10,207,679,9
EASY,33,21.0,6930.0,2475.0,990,99,990,10,207,679,9
EASY,108,21.0,22680.0,13267.1,3135,515,3240,10,207,679,9
EASY,108,21.0,22680.0,35766.2,3135,1445,3240,10,207,679,9
HARD,93,21.0,19530.0,22500.0,2694,840,2790,10,207,679,9
EASY,68,28.0,9520.0,0.0,939,0,1020,9,84,864,4
EASY,68,28.0,9520.0,919.0,939,36,1020,9,84,864,4
HARD,106,28.0,14840.0,13361.7,1289,528,1590,9,84,864,4
EASY,109,28.0,15260.0,750.7,1293,27,1635,9,84,864,4
HARD,106,28.0,14840.0,10173.1,1289,409,1590,9,84,864,4
EASY,109,28.0,15260.0,987.9,1293,36,1635,9,84,864,4
HARD,106,28.0,14840.0,6681.0,1289,248,1590,9,84,864,4
EASY,68,28.0,9520.0,0.0,939,0,1020,9,84,864,4
HARD,124,28.0,17360.0,1050.0,1317,45,1860,9,84,864,4
EASY,109,17.0,37060.0,5147.7,2914,195,6540,8,48,1031,8
HARD,113,17.0,38420.0,5964.9,2950,238,6780,8,48,1031,8
EASY,99,17.0,33660.0,5002.0,2869,188,5940,8,48,1031,8
HARD,164,17.0,55760.0,10780.0,2968,443,9840,8,48,1031,8
HARD,164,17.0,55760.0,17702.6,2968,735,9840,8,48,1031,8
EASY,109,17.0,37060.0,6390.9,2914,240,6540,8,48,1031,8
EASY,109,17.0,37060.0,4480.0,2914,169,6540,8,48,1031,8
HARD,164,17.0,55760.0,18356.1,2968,760,9840,8,48,1031,8
EASY,140,18.0,10080.0,742.1,706,27,1680,9,52,1213,4
EASY,197,18.0,14184.0,1324.4,706,48,2364,9,52,1213,4
EASY,140,18.0,10080.0,245.4,706,9,1680,9,52,1213,4
HARD,84,18.0,6048.0,7432.3,696,293,1008,9,52,1213,4
EASY,197,18.0,14184.0,0.0,706,0,2364,9,52,1213,4
HARD,87,18.0,6264.0,71.3,697,3,1044,9,52,1213,4
HARD,84,18.0,6048.0,4065.0,696,153,1008,9,52,1213,4
HARD,87,18.0,6264.0,4297.5,697,173,1044,9,52,1213,4
EASY,197,18.0,14184.0,0.0,706,0,2364,9,52,1213,4
HARD,194,39.0,60528.0,9170.1,2471,355,4656,9,112,912,8
HARD,45,39.0,14040.0,5293.4,1030,198,1080,9,112,912,8
EASY,56,39.0,17472.0,0.0,1272,0,1344,9,112,912,8
HARD,45,39.0,14040.0,6552.8,1030,249,1080,9,112,912,8
HARD,194,39.0,60528.0,20023.8,2471,846,4656,9,112,912,8
EASY,56,39.0,17472.0,0.0,1272,0,1344,9,112,912,8
HARD,45,39.0,14040.0,6640.4,1030,243,1080,9,112,912,8
HARD,194,39.0,60528.0,13848.7,2471,562,4656,9,112,912,8
EASY,83,39.0,25896.0,500.8,1802,18,1992,9,112,912,8
HARD,31,23.0,2852.0,74.7,351,3,372,7,99,590,9
HARD,127,23.0,11684.0,9315.4,1143,365,1524,7,99,590,9
EASY,54,23.0,4968.0,509.0,574,20,648,7,99,590,9
HARD,127,23.0,11684.0,7537.1,1143,302,1524,7,99,590,9
HARD,31,23.0,2852.0,0.0,351,0,372,7,99,590,9
EASY,93,23.0,8556.0,4097.8,916,160,1116,7,99,590,9
HARD,127,23.0,11684.0,10021.8,1143,372,1524,7,99,590,9
HARD,161,44.0,42504.0,44914.7,2744,1722,2898,5,184,580,8
EASY,145,44.0,38280.0,9899.0,2404,380,2610,5,184,580,8
HARD,22,44.0,5808.0,4896.9,330,180,396,5,184,580,8
EASY,145,44.0,38280.0,9915.5,2404,393,2610,5,184,580,8
EASY,107,44.0,28248.0,14492.6,1855,599,1926,5,184,580,8
HARD,127,39.0,84201.0,20222.7,2072,812,6477,7,42,556,7
HARD,58,39.0,38454.0,8966.0,1970,357,2958,7,42,556,7
EASY,86,39.0,57018.0,4231.9,2054,169,4386,7,42,556,7
HARD,127,39.0,84201.0,10825.5,2072,436,6477,7,42,556,7
EASY,36,39.0,23868.0,1446.8,1424,61,1836,7,42,556,7
EASY,36,39.0,23868.0,2598.6,1424,108,1836,7,42,556,7
EASY,86,39.0,57018.0,3408.0,2054,129,4386,7,42,556,7
HARD,194,27.0,10476.0,0.0,600,0,1164,7,98,942,7
HARD,106,27.0,5724.0,3984.4,568,157,636,7,98,942,7
EASY,89,27.0,4806.0,0.0,486,0,534,7,98,942,7
HARD,194,27.0,10476.0,2764.2,600,111,1164,7,98,942,7
EASY,59,27.0,3186.0,0.0,339,0,354,7,98,942,7
HARD,106,27.0,5724.0,0.0,568,0,636,7,98,942,7
HARD,194,27.0,10476.0,8844.3,600,332,1164,7,98,942,7
EASY,85,50.0,12750.0,2631.1,692,106,765,7,108,402,4
HARD,72,50.0,10800.0,7074.6,635,261,648,7,108,402,4
EASY,85,50.0,12750.0,4298.6,692,173,765,7,108,402,4
HARD,21,50.0,3150.0,1962.9,135,72,189,7,108,402,4
HARD,72,50.0,10800.0,3405.8,635,135,648,7,108,402,4
HARD,21,50.0,3150.0,1466.9,135,54,189,7,108,402,4
EASY,46,50.0,6900.0,3475.0,404,137,414,7,108,402,4
EASY,116,36.0,54288.0,2709.9,2521,103,4524,8,64,1153,8
EASY,116,36.0,54288.0,2823.1,2521,110,4524,8,64,1153,8
EASY,169,36.0,79092.0,3338.4,2575,131,6591,8,64,1153,8
HARD,172,36.0,80496.0,9765.5,2575,384,6708,8,64,1153,8
HARD,172,36.0,80496.0,25006.5,2575,1026,6708,8,64,1153,8
HARD,70,36.0,32760.0,11699.1,2209,475,2730,8,64,1153,8
EASY,169,36.0,79092.0,4933.0,2575,184,6591,8,64,1153,8
EASY,169,36.0,79092.0,4122.6,2575,162,6591,8,64,1153,8
HARD,115,39.0,53820.0,17151.2,3819,675,4140,4,120,521,5
EASY,119,39.0,55692.0,8394.0,3801,317,4284,4,120,521,5
HARD,115,39.0,53820.0,56072.1,3819,2228,4140,4,120,521,5
EASY,172,39.0,80496.0,25716.9,4242,1049,6192,4,120,521,5
HARD,172,15.0,46440.0,24170.5,7208,955,9288,10,140,1090,7
EASY,64,15.0,17280.0,2200.0,3326,88,3456,10,140,1090,7
EASY,81,15.0,21870.0,4629.3,4132,201,4374,10,140,1090,7
HARD,89,15.0,24030.0,12790.3,4713,488,4806,10,140,1090,7
EASY,81,15.0,21870.0,2016.7,4132,87,4374,10,140,1090,7
HARD,172,15.0,46440.0,49157.8,7208,2013,9288,10,140,1090,7
HARD,89,15.0,24030.0,7621.3,4713,281,4806,10,140,1090,7
HARD,89,15.0,24030.0,19332.9,4713,770,4806,10,140,1090,7
HARD,172,15.0,46440.0,58901.8,7208,2421,9288,10,140,1090,7
EASY,81,15.0,21870.0,688.8,4132,29,4374,10,140,1090,7
EASY,135,24.0,64800.0,34458.5,7375,1400,8100,7,144,679,6
HARD,117,24.0,56160.0,34938.9,6891,1363,7020,7,144,679,6
HARD,37,24.0,17760.0,22652.2,2184,855,2220,7,144,679,6
EASY,135,24.0,64800.0,71291.9,7375,2940,8100,7,144,679,6
HARD,37,24.0,17760.0,22886.9,2184,864,2220,7,144,679,6
EASY,83,24.0,39840.0,25001.3,4806,1032,4980,7,144,679,6
EASY,135,24.0,64800.0,10226.0,7375,388,8100,7,144,679,6
HARD,64,34.0,6528.0,7588.2,556,291,576,8,80,973,4
EASY,135,34.0,13770.0,0.0,762,0,1215,8,80,973,4
EASY,135,34.0,13770.0,0.0,762,0,1215,8,80,973,4
EASY,135,34.0,13770.0,0.0,762,0,1215,8,80,973,4
HARD,64,34.0,6528.0,0.0,556,0,576,8,80,973,4
EASY,92,34.0,9384.0,0.0,690,0,828,8,80,973,4
HARD,174,34.0,17748.0,7887.0,762,294,1566,8,80,973,4
HARD,174,34.0,17748.0,4260.8,762,177,1566,8,80,973,4
EASY,167,47.0,31396.0,3830.4,1141,156,2004,8,96,871,6
EASY,167,47.0,31396.0,3203.2,1141,128,2004,8,96,871,6
HARD,55,47.0,10340.0,464.6,658,18,660,8,96,871,6
HARD,55,47.0,10340.0,6890.5,658,261,660,8,96,871,6
HARD,55,47.0,10340.0,0.0,658,0,660,8,96,871,6
EASY,167,47.0,31396.0,2307.3,1141,94,2004,8,96,871,6
EASY,140,47.0,26320.0,7336.0,1132,274,1680,8,96,871,6
HARD,65,47.0,12220.0,5575.1,761,219,780,8,96,871,6
EASY,160,18.0,48960.0,4064.2,1799,158,8160,7,36,1081,4
EASY,160,18.0,48960.0,1531.5,1799,58,8160,7,36,1081,4
EASY,160,18.0,48960.0,6381.6,1799,240,8160,7,36,1081,4
HARD,159,18.0,48654.0,4391.4,1799,175,8109,7,36,1081,4
HARD,124,18.0,37944.0,16800.1,1799,696,6324,7,36,1081,4
HARD,159,18.0,48654.0,8556.9,1799,354,8109,7,36,1081,4
HARD,159,18.0,48654.0,3088.3,1799,118,8109,7,36,1081,4
EASY,77,20.0,18480.0,0.0,2634,0,2772,10,120,1464,6
HARD,179,20.0,42960.0,11041.0,4344,433,6444,10,120,1464,6
HARD,187,20.0,44880.0,19059.9,4356,762,6732,10,120,1464,6
HARD,179,20.0,42960.0,11790.0,4344,457,6444,10,120,1464,6
EASY,77,20.0,18480.0,0.0,2634,0,2772,10,120,1464,6
HARD,187,20.0,44880.0,17306.9,4356,709,6732,10,120,1464,6
HARD,179,20.0,42960.0,11035.5,4344,412,6444,10,120,1464,6
EASY,77,20.0,18480.0,0.0,2634,0,2772,10,120,1464,6
HARD,187,20.0,44880.0,35838.8,4356,1481,6732,10,120,1464,6
EASY,135,20.0,32400.0,3479.2,4011,126,4860,10,120,1464,6
HARD,122,35.0,81130.0,18123.7,6793,703,6954,8,168,1043,7
EASY,29,35.0,19285.0,1175.0,1651,47,1653,8,168,1043,7
EASY,181,35.0,120365.0,39690.0,8826,1617,10317,8,168,1043,7
HARD,160,35.0,106400.0,12890.5,8433,480,9120,8,168,1043,7
EASY,181,35.0,120365.0,46721.4,8826,1916,10317,8,168,1043,7
EASY,181,35.0,120365.0,56243.4,8826,2275,10317,8,168,1043,7
EASY,29,35.0,19285.0,2175.0,1651,87,1653,8,168,1043,7
HARD,160,35.0,106400.0,64700.9,8433,2520,9120,8,168,1043,7
EASY,53,21.0,5565.0,11679.5,793,482,795,5,243,593,9
HARD,159,21.0,16695.0,16624.0,2379,613,2385,5,243,593,9
HARD,156,21.0,16380.0,36319.3,2336,1380,2340,5,243,593,9
EASY,53,21.0,5565.0,3050.0,793,122,795,5,243,593,9
